plot,grid_cell,Species,Chamber size class,ID,timepoint,condition,collection_date,start_time,end_time,Rounded time,timezone,Temperature_F,Temperature_C,flux_CO2_ppm_ss,flux_CH4_ppb_s,flux_CO2_ppm_min,flux_CH4_ppm_min,notes,instrument,personnel,Length (cm),Width (cm),Height (cm),Surface Area (cm2),Volume (cm3),SA:Volume Ratio,Quantity,Surface Area of Tree Covered (cm2),Volume (L),Surface Area of Tree Covered (m2),flux_CO2_umol_m2_min,flux_CH4_nmol_m2_min,flux_CO2_umol_m2_min_MEAN,flux_CO2_umol_m2_min_SE,flux_CO2_umol_m2_min_SE1,flux_CO2_umol_m2_min_SE2,flux_CH4_nmol_m2_min_MEAN,flux_CH4_nmol_m2_min_SE,flux_CH4_nmol_m2_min_SE1,flux_CH4_nmol_m2_min_SE2,Note
Control,H4,Tulip Poplar,1a,C4,T4,post-flood,6/8/23,14:45,14:50,15:00,EDT,76,24.44444444,0.666,-0.001,39.96,-0.00006,,TG10-01286,KAM,28,28.5,7.6,2454.8,6064.8,0.404761905,15,798,6.0648,0.0798,124.3651269,-0.186734425,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T5,post-flood,6/9/23,12:34,12:39,13:00,EDT,73,22.77777778,0.594,-0.001,35.64,-0.00006,,TG10-01286,KAM,28,28.5,7.6,2454.8,6064.8,0.404761905,16,798,6.0648,0.0798,111.5449517,-0.187786114,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T0,pre-flood,6/4/23,14:31,14:36,15:00,EDT,76,24.44444444,0.657,0.009,39.42,0.00054,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,17,798,6.0648,0.0798,122.684517,1.680609823,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T1,pre-flood,6/5/23,14:41,14:48,15:00,EDT,81,27.22222222,0.646,0.012,38.76,0.00072,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,18,798,6.0648,0.0798,119.514874,2.220090539,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T2,flooded,6/6/23,14:35,14:40,15:00,EDT,82,27.77777778,0.699,0.012,41.94,0.00072,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,19,798,6.0648,0.0798,129.0815302,2.215991935,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T3A,flooded,6/7/23,8:33,8:39,9:00,EDT,72,22.22222222,0.628,0.009,37.68,0.00054,,TG10-01448,"Kaizad Patel, Julia",28,28.5,7.6,2454.8,6064.8,0.404761905,20,798,6.0648,0.0798,118.1514895,1.69325383,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T3B,flooded,6/7/23,14:41,14:47,15:00,EDT,79,26.11111111,0.731,0.012,43.86,0.00072,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,21,798,6.0648,0.0798,135.7426428,2.228333398,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T4,post-flood,6/8/23,13:58,14:03,14:00,EDT,79,26.11111111,0.739,0.093,44.34,0.00558,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,22,798,6.0648,0.0798,137.2281984,17.26958384,,,,,,,,,
Freshwater,H5,Tulip Poplar,1a,F1,T5,post-flood,6/9/23,10:18,10:24,10:00,EDT,72,22.22222222,0.654,0.039,39.24,0.00234,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,23,798,6.0648,0.0798,123.0431116,7.337433262,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T0,pre-flood,6/4/23,14:49,14:54,15:00,EDT,76,24.44444444,0.519,0.021,31.14,0.00126,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,24,798,6.0648,0.0798,96.91516644,3.921422919,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T1,pre-flood,6/5/23,12:27,12:35,12:00,EDT,78,25.55555556,0.527,0.003,31.62,0.00018,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,25,798,6.0648,0.0798,98.04298443,0.558119456,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T2,flooded,6/6/23,12:51,12:57,13:00,EDT,82,27.77777778,0.592,0.002,35.52,0.00012,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,26,798,6.0648,0.0798,109.3222688,0.369331989,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T3A,flooded,6/7/23,8:24,8:30,8:00,EDT,68,20,0.543,0.001,32.58,0.00006,,TG10-01448,"Kaizad Patel, Julia",28,28.5,7.6,2454.8,6064.8,0.404761905,27,798,6.0648,0.0798,102.9340685,0.189565504,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T3B,flooded,6/7/23,14:32,14:38,15:00,EDT,79,26.11111111,0.673,0.003,40.38,0.00018,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,28,798,6.0648,0.0798,124.9723647,0.55708335,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T4,post-flood,6/8/23,14:05,14:10,14:00,EDT,79,26.11111111,0.743,0.009,44.58,0.00054,,TG10-01457,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,29,798,6.0648,0.0798,137.9709762,1.671250049,,,,,,,,,
Freshwater,G6,Tulip Poplar,1a,F2,T5,post-flood,6/9/23,10:10,10:16,10:00,EDT,72,22.22222222,0.559,0.003,33.54,0.00018,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,30,798,6.0648,0.0798,105.1698768,0.564417943,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T0,pre-flood,6/4/23,14:02,14:08,14:00,EDT,75,23.88888889,0.534,0.001,32.04,0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,31,798,6.0648,0.0798,99.90268323,0.187083676,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T1,pre-flood,6/5/23,14:14,14:19,14:00,EDT,80,26.66666667,0.607,0.002,36.42,0.00012,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,32,798,6.0648,0.0798,112.5076691,0.370700722,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T2,flooded,6/6/23,14:28,14:33,14:00,EDT,82,27.77777778,0.634,0.001,38.04,0.00006,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,33,798,6.0648,0.0798,117.0782406,0.184665995,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T3A,flooded,6/7/23,8:51,8:56,9:00,EDT,72,22.22222222,0.618,0.003,37.08,0.00018,,TG10-01448,"Kaizad Patel, Julia",28,28.5,7.6,2454.8,6064.8,0.404761905,34,798,6.0648,0.0798,116.2700963,0.564417943,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T3B,flooded,6/7/23,14:49,14:54,15:00,EDT,79,26.11111111,0.746,0.003,44.76,0.00018,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,35,798,6.0648,0.0798,138.5280596,0.55708335,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T4,post-flood,6/8/23,13:44,13:49,14:00,EDT,79,26.11111111,0.726,0.003,43.56,0.00018,,TG10-01449,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,36,798,6.0648,0.0798,134.8141706,0.55708335,,,,,,,,,
Freshwater,G3,Tulip Poplar,1a,F5,T5,post-flood,6/9/23,10:32,10:38,11:00,EDT,74,23.33333333,0.684,0.003,41.04,0.00018,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,37,798,6.0648,0.0798,128.2050182,0.562302711,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T0,pre-flood,6/4/23,13:38,13:43,14:00,EDT,75,23.88888889,0.379,0.001,22.74,0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,38,798,6.0648,0.0798,70.90471338,0.187083676,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T1,pre-flood,6/5/23,13:02,13:07,13:00,EDT,78,25.55555556,0.386,0,23.16,0,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,39,798,6.0648,0.0798,71.81137,0,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T2,flooded,6/6/23,12:29,12:34,12:00,EDT,80,26.66666667,0.408,0.001,24.48,0.00006,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,40,798,6.0648,0.0798,75.62294727,0.185350361,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T3A,flooded,6/7/23,9:29,9:35,9:00,EDT,72,22.22222222,0.391,0.001,23.46,0.00006,,TG10-01448,"Kaizad Patel, Julia",28,28.5,7.6,2454.8,6064.8,0.404761905,41,798,6.0648,0.0798,73.56247194,0.188139314,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T3B,flooded,6/7/23,14:13,14:18,14:00,EDT,78,25.55555556,0.454,0.002,27.24,0.00012,,TG10-01448,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,42,798,6.0648,0.0798,84.46207767,0.372079637,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T4,post-flood,6/8/23,13:05,13:10,13:00,EDT,78,25.55555556,0.423,0,25.38,0,,TG10-01450,Kaizad Patel,28,28.5,7.6,2454.8,6064.8,0.404761905,43,798,6.0648,0.0798,78.69484329,0,,,,,,,,,
Freshwater,D6,Tulip Poplar,1a,F6,T5,post-flood,6/9/23,11:28,11:33,11:00,EDT,74,23.33333333,0.43,-0.001,25.8,-0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,7.6,2454.8,6064.8,0.404761905,44,798,6.0648,0.0798,80.59672194,-0.187434237,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T0,pre-flood,6/4/23,14:16,14:21,14:00,EDT,75,23.88888889,0.394,0.004,23.64,0.00024,,TG10-01286,KAM,28,28.5,9,2613,7182,0.363826232,NA,798,7.182,0.0798,87.28930484,0.886185836,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T1,pre-flood,6/5/23,13:33,13:38,14:00,EDT,80,26.66666667,0.495,0.003,29.7,0.00018,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,28.5,9,2613,7182,0.363826232,NA,799,7.182,0.0799,108.5134732,0.657657413,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T2,flooded,6/6/23,13:19,13:24,13:00,EDT,82,27.77777778,0.515,0.003,30.9,0.00018,,TG10-01286,"Cooper Norris, Kendal",28,28.5,9,2613,7182,0.363826232,NA,800,7.182,0.08,112.3404037,0.654410118,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T3A,flooded,6/7/23,9:26,9:31,9:00,EDT,72,22.22222222,0.415,0.004,24.9,0.00024,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,28.5,9,2613,7182,0.363826232,NA,801,7.182,0.0801,92.11427669,0.88784845,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T3B,flooded,6/7/23,14:32,14:36,15:00,EDT,79,26.11111111,0.503,0.003,30.18,0.00018,,TG10-01286,"KAM, CGN",28,28.5,9,2613,7182,0.363826232,NA,802,7.182,0.0802,110.0586924,0.656413672,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T4,post-flood,6/8/23,12:26,12:31,12:00,EDT,77,25,0.41,0.002,24.6,0.00012,,TG10-01286,KAM,28,28.5,9,2613,7182,0.363826232,NA,803,7.182,0.0803,89.93205425,0.438692948,,,,,,,,,
Control,B7,Tulip Poplar,1b,C6,T5,post-flood,6/9/23,10:20,10:30,10:00,EDT,72,22.22222222,0.266,0.003,15.96,0.00018,,TG10-01286,KAM,28,28.5,9,2613,7182,0.363826232,NA,804,7.182,0.0804,58.82161625,0.663401687,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T0,pre-flood,6/4/23,13:47,13:52,14:00,EDT,75,23.88888889,0.539,0.001,32.34,0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,805,7.182,0.0805,118.3751628,0.219619968,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T1,pre-flood,6/5/23,13:10,13:15,13:00,EDT,78,25.55555556,0.593,0.005,35.58,0.0003,,TG10-01448,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,806,7.182,0.0806,129.3473,1.090618044,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T2,flooded,6/6/23,12:36,12:41,13:00,EDT,82,27.77777778,0.669,0.001,40.14,0.00006,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,9,2613,7182,0.363826232,NA,807,7.182,0.0807,144.6676148,0.216244566,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T3A,flooded,6/7/23,9:17,9:26,9:00,EDT,72,22.22222222,0.454,0.002,27.24,0.00012,,TG10-01448,"Kaizad Patel, Julia",28,28.5,9,2613,7182,0.363826232,NA,808,7.182,0.0808,99.89778473,0.440078347,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T3B,flooded,6/7/23,14:22,14:27,14:00,EDT,78,25.55555556,0.834,0.001,50.04,0.00006,,TG10-01448,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,809,7.182,0.0809,181.2404973,0.217314745,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T4,post-flood,6/8/23,13:13,13:18,13:00,EDT,78,25.55555556,0.721,0.005,43.26,0.0003,,TG10-01458,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,810,7.182,0.081,156.4904941,1.085232275,,,,,,,,,
Freshwater,D5,Tulip Poplar,1b,F3,T5,post-flood,6/9/23,11:53,11:58,12:00,EDT,74,23.33333333,0.571,0.004,34.26,0.00024,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,811,7.182,0.0811,124.7084798,0.87361457,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T0,pre-flood,6/4/23,12:55,13:02,13:00,EDT,73,22.77777778,0.62,0.001,37.2,0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,812,7.182,0.0812,135.4973943,0.218544184,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T1,pre-flood,6/5/23,13:50,13:55,14:00,EDT,80,26.66666667,0.632,0.001,37.92,0.00006,,TG10-01448,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,813,7.182,0.0813,136.1607006,0.215444146,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T2,flooded,6/6/23,13:58,14:04,14:00,EDT,82,27.77777778,0.682,0.002,40.92,0.00012,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,28.5,9,2613,7182,0.363826232,NA,814,7.182,0.0814,146.210549,0.428769938,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T3A,flooded,6/7/23,10:38,10:43,11:00,EDT,76,24.44444444,0.531,0.003,31.86,0.00018,non linear,TG10-01448,"Kaizad Patel, Julia",28,28.5,9,2613,7182,0.363826232,NA,815,7.182,0.0815,114.9722707,0.649560852,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T3B,flooded,6/7/23,15:28,15:33,15:00,EDT,79,26.11111111,0.759,0.001,45.54,0.00006,,TG10-01448,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,816,7.182,0.0816,163.2233733,0.215050558,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T4,post-flood,6/8/23,13:29,13:34,13:00,EDT,78,25.55555556,0.72,0.002,43.2,0.00012,,TG10-01459,Kaizad Patel,28,28.5,9,2613,7182,0.363826232,NA,817,7.182,0.0817,154.9345075,0.430373632,,,,,,,,,
Freshwater,E2,Tulip Poplar,1b,F4,T5,post-flood,6/9/23,10:54,11:00,11:00,EDT,74,23.33333333,0.627,0.002,37.62,0.00012,,TG10-01448,"Kaizad Patel, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,818,7.182,0.0818,135.7672335,0.433069325,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T0,pre-flood,6/4/23,15:30,15:35,16:00,EDT,78,25.55555556,0.488,-0.001,29.28,-0.00006,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,819,7.182,0.0819,104.7547287,-0.214661329,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T1,pre-flood,6/5/23,13:00,13:11,13:00,EDT,78,25.55555556,0.329,-0.001,19.74,-0.00006,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,820,7.182,0.082,70.537451,-0.214399547,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T2,flooded,6/6/23,13:55,13:40,14:00,EDT,82,27.77777778,0.356,0,21.36,0,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,821,7.182,0.0821,75.67032144,0,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T3A,flooded,6/7/23,9:44,9:49,10:00,EDT,74,23.33333333,0.346,0,20.76,0,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,822,7.182,0.0822,74.55641423,0,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T3B,flooded,6/7/23,14:01,14:06,14:00,EDT,78,25.55555556,0.462,-0.001,27.72,-0.00006,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,823,7.182,0.0823,98.69152421,-0.213618018,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T4,post-flood,6/8/23,13:24,13:29,13:00,EDT,78,25.55555556,0.461,0,27.66,0,,TG10-01029,"Nick W, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,824,7.182,0.0824,98.35839417,0,,,,,,,,,
Estuarine,C5,Tulip Poplar,1b,S2,T5,post-flood,6/9/23,10:47,10:52,11:00,EDT,74,23.33333333,0.412,0,24.72,0,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,825,7.182,0.0825,88.45532832,0,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T0,pre-flood,6/4/23,15:05,15:12,15:00,EDT,76,24.44444444,0.461,0.005,27.66,0.0003,calculated in excel,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,826,7.182,0.0826,98.4865841,1.068184209,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T1,pre-flood,6/5/23,13:55,14:01,14:00,EDT,80,26.66666667,0.472,0.006,28.32,0.00036,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,827,7.182,0.0827,99.96816808,1.270781798,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T2,flooded,6/6/23,15:00,15:06,15:00,EDT,82,27.77777778,0.552,0.006,33.12,0.00036,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,828,7.182,0.0828,116.3395766,1.264560615,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T3A,flooded,6/7/23,9:13,9:18,9:00,EDT,72,22.22222222,0.374,0.006,22.44,0.00036,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,829,7.182,0.0829,80.2099854,1.28679121,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T3B,flooded,6/7/23,14:42,14:48,15:00,EDT,79,26.11111111,0.672,0.01,40.32,0.0006,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,830,7.182,0.083,142.0763897,2.114231989,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T4,post-flood,6/8/23,13:03,13:08,13:00,EDT,78,25.55555556,0.627,0.01,37.62,0.0006,,TG10-01037,"Nick W, Cooper Norris",28,28.5,9,2613,7182,0.363826232,NA,831,7.182,0.0831,132.6490772,2.115615266,,,,,,,,,
Estuarine,E6,Tulip Poplar,1b,S4,T5,post-flood,6/9/23,11:39,11:44,12:00,EDT,74,23.33333333,0.589,0.011,35.34,0.00066,,TG10-01028,Nick W,28,28.5,9,2613,7182,0.363826232,NA,832,7.182,0.0832,125.3928288,2.341801556,,,,,,,,,
Control,F2,Red Maple,BC,C11,T0,pre-flood,6/4/23,13:29,13:36,13:00,EDT,73,22.77777778,0.504,0.003,30.24,0.00018,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,70.98315106,0.422518756,,,,,,,,,
Control,F2,Red Maple,BC,C11,T1,pre-flood,6/5/23,12:44,12:50,13:00,EDT,78,25.55555556,0.681,0.002,40.86,0.00012,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,95.01983738,0.279059728,,,,,,,,,
Control,F2,Red Maple,BC,C11,T2,flooded,6/6/23,12:28,12:33,12:00,EDT,80,26.66666667,0.512,0.004,30.72,0.00024,,TG10-01286,"Cooper Norris, Kendal",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,71.17453861,0.556051083,,,,,,,,,
Control,F2,Red Maple,BC,C11,T3A,flooded,6/7/23,8:16,8:21,8:00,EDT,68,20,0.446,0.004,26.76,0.00024,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,63.40966096,0.568696511,,,,,,,,,
Control,F2,Red Maple,BC,C11,T3B,flooded,6/7/23,13:11,13:16,13:00,EDT,78,25.55555556,0.6,0.002,36,0.00012,,TG10-01286,"KAM, CGN",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,83.7179184,0.279059728,,,,,,,,,
Control,F2,Red Maple,BC,C11,T4,post-flood,6/8/23,13:23,13:28,13:00,EDT,78,25.55555556,0.561,0.004,33.66,0.00024,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,78.2762537,0.558119456,,,,,,,,,
Control,F2,Red Maple,BC,C11,T5,post-flood,6/9/23,12:18,12:23,12:00,EDT,74,23.33333333,0.494,0.004,29.64,0.00024,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,69.44438483,0.562302711,,,,,,,,,
Control,?,Red Maple,BC,C9,T0,pre-flood,6/4/23,14:50,14:57,15:00,EDT,76,24.44444444,0.258,0.014,15.48,0.00084,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,36.13311119,1.96071146,,,,,,,,,
Control,?,Red Maple,BC,C9,T1,pre-flood,6/5/23,14:15,14:20,14:00,EDT,80,26.66666667,0.269,0.012,16.14,0.00072,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,37.39443532,1.668153249,,,,,,,,,
Control,?,Red Maple,BC,C9,T2,flooded,6/6/23,13:49,13:54,14:00,EDT,82,27.77777778,0.256,0.013,15.36,0.00078,,TG10-01286,"Cooper Norris, Kendal",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,35.45587096,1.800493447,,,,,,,,,
Control,?,Red Maple,BC,C9,T3A,flooded,6/7/23,9:56,10:01,10:00,EDT,74,23.33333333,0.215,0.013,12.9,0.00078,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,30.22377073,1.827483811,,,,,,,,,
Control,?,Red Maple,BC,C9,T3B,flooded,6/7/23,14:59,15:04,15:00,EDT,79,26.11111111,0.273,0.013,16.38,0.00078,,TG10-01286,"KAM, CGN",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,38.02093861,1.810520886,,,,,,,,,
Control,?,Red Maple,BC,C9,T4,post-flood,6/8/23,12:05,12:11,12:00,EDT,77,25,0.239,0.013,14.34,0.00078,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,33.40977556,1.817268127,,,,,,,,,
Control,?,Red Maple,BC,C9,T5,post-flood,6/9/23,10:46,10:51,11:00,EDT,74,23.33333333,0.203,0.012,12.18,0.00072,,TG10-01286,KAM,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,28.53686259,1.686908134,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T0,pre-flood,6/4/23,15:04,15:09,15:00,EDT,76,24.44444444,0.171,0.002,10.26,0.00012,,TG10-01448,"Kaizad Patel, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,23.94868997,0.280101637,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T1,pre-flood,6/5/23,12:39,12:44,13:00,EDT,78,25.55555556,0.168,-0.005,10.08,-0.0003,,TG10-01448,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,23.44101715,-0.69764932,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T2,flooded,6/6/23,12:15,12:20,12:00,EDT,80,26.66666667,0.18,0.003,10.8,0.00018,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,25.02229873,0.417038312,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T3A,flooded,6/7/23,8:06,8:12,8:00,EDT,68,20,0.14,0.002,8.4,0.00012,,TG10-01448,"Kaizad Patel, Julia",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,19.90437788,0.284348255,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T3B,flooded,6/7/23,13:15,13:20,13:00,EDT,78,25.55555556,0.211,0.002,12.66,0.00012,,TG10-01448,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,29.4408013,0.279059728,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T4,post-flood,6/8/23,14:22,14:27,14:00,EDT,79,26.11111111,0.216,0.008,12.96,0.00048,,TG10-01465,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,30.08250087,1.114166699,,,,,,,,,
Freshwater,F8,Red Maple,BC,F10,T5,post-flood,6/9/23,11:43,11:48,12:00,EDT,74,23.33333333,0.174,0.003,10.44,0.00018,,TG10-01448,"Kaizad Patel, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,24.46016794,0.421727033,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T0,pre-flood,6/4/23,14:11,14:16,14:00,EDT,75,23.88888889,0.488,-0.001,29.28,-0.00006,,TG10-01448,"Kaizad Patel, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,68.47262559,-0.140312757,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T1,pre-flood,6/5/23,14:21,14:26,14:00,EDT,80,26.66666667,0.481,-0.003,28.86,-0.00018,,TG10-01448,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,66.86514271,-0.417038312,,,,,,,,,
